area_name,salary_in_rub
Буруны (Астраханская область),37833.333333333336
Каменногорск,37841.5
Лобаново (Пермский край),37844.230769230766
Красавино,37848.148148148146
Лысково,37849.548598130845
Новосергиевка,37852.0
Кандалакша,37879.84744094488
Каневская,37891.75590551181
Балтийск,37894.26713709677
Озинки,37925.0
Желтые Воды,37926.25541481482
Жанатас,37931.15961214285
Ершов,37936.7962962963
Новосемейкино,37937.5
Балтаси,37959.016393442624
Ольховка,37967.666666666664
Устюжна,37969.828571428574
Ак-Довурак,37984.3828125
Сасово,37999.889013452914
Ташла,38000.0
Барсуковская,38000.0
Новичиха,38000.0
Тамала,38000.0
Белинский,38008.51063829787
Новая Ляля,38013.793103448275
Семикаракорск,38015.95918367347
Порецкое,38030.555555555555
Октябрьский (Волгоградская область),38037.03703703704
Шигоны,38038.46153846154
Ольгинская,38055.555555555555
Миргород,38065.55156818182
Шолоховский,38071.42857142857
Неман,38084.05059523809
Гулькевичи,38086.0
Архипо-Осиповка,38097.22222222222
Новое Атлашево,38104.166666666664
Борисовка,38140.90909090909
Топки,38142.39870689655
Багаевская,38152.17391304348
Лебяжье,38166.666666666664
Верхние Киги,38187.0
Енотаевка,38191.11111111111
Узда,38192.510695
Тугулым,38200.0
Новоузенск,38204.91071428572
Мошково,38207.62962962963
Заречный (Свердловская область),38225.311004784686
Зубова-Поляна,38229.72972972973
Олонец,38232.26650943396
Ясный (Оренбургская область),38246.96153846154
Боргустанская,38250.0
Грэсовский,38250.0
Левокумка,38250.0
Моргауши,38250.0
Сенгилей,38259.72222222222
Чишмы,38275.09375
Темиртау (Кемеровская область),38277.27272727273
Преображение,38280.0
Лесной (Минская область),38295.43191666667
Шагонар,38296.305555555555
Исетское,38312.5
Гаврилов Посад,38316.666666666664
Коченево,38319.14893617021
Бежаницы,38324.04761904762
Летка,38333.333333333336
Александровский Завод,38333.333333333336
Кожевниково,38333.333333333336
Медведовская,38333.333333333336
Магарамкент,38333.333333333336
Таловая,38336.206896551725
Аликово,38337.617647058825
Новоспасское (Ульяновская область),38356.153846153844
Партенит,38367.5
Никита (Республика Крым),38367.5
Муромцево,38375.0
Новоград-Волынский,38404.62127083333
Венев,38415.05882352941
Кадуй,38426.470588235294
Ахтырка,38444.049694444446
Кандры,38445.833333333336
Верхотурье,38448.41935483871
Обозерский,38450.0
Кириллов,38457.35294117647
Пудож,38469.51524390244
Таштагол,38470.66313559322
Иловля,38473.76470588235
поселок Карла Либкнехта,38500.0
Коса (Пермский край),38500.0
Посёлок имени Карла Либкнехта,38500.0
Неверкино,38500.0
Коксовый,38500.0
Мариинск,38510.49391608391
Целина,38512.73684210526
Кореновск,38514.467248908295
Нарткала,38519.230769230766
Белоярский (Свердловская область),38530.30303030303
Кировский (Приморский край),38538.46153846154
Болохово,38585.510204081635
Юрьев-Польский,38598.61111111111
Романовка,38600.0
Правдинск (Калининградская область),38603.575892857145
Боярка,38614.28478846154
Рыбная Слобода,38636.875
Кукмор,38638.04054054054
Лебяжье (Курганская область),38649.166666666664
Дагомыс,38655.42424242424
"Елшанка (Воскресенский район, Саратовская область)",38666.666666666664
Белиз,38667.792499999996
Приморско-Ахтарск,38673.49397590361
Красноярский край,38684.21052631579
Белоозерск,38685.119945
Воронки,38708.333333333336
Мирный (Архангельская область),38720.34282178218
Ахтырский,38750.0
Шемурша,38750.0
Усвяты,38750.0
Элитный (Новосибирская область),38750.0
Новоалександровск,38774.75247524752
Батецкий,38812.5
Цимлянск,38832.43243243243
Исса,38857.142857142855
Оловянная,38857.142857142855
Миллерово,38864.55223880597
Батырево,38886.36363636364
Лахденпохья,38894.74013157895
Оболенск,38914.183673469386
Трудобеликовский,38916.666666666664
Ярцево,38930.44798136646
Новый Некоуз,38937.5
Великий Устюг,38939.373245033115
Токаревка,38958.0
Кинель,38958.17841409692
Бейнеу (Мангистауская обл),38959.143748571434
Баткен,38959.637187500004
Барда (Пермский край),38968.75
Мелитополь,38995.28059313726
Улёты,39000.0
Кетченеры,39000.0
Дергачи (Саратовская область),39000.0
Лысые Горы,39000.0
Николаевка (Ульяновская область),39005.882352941175
Раевский (Альшеевский район),39023.80952380953
Атемар,39027.77777777778
Буйнакск,39030.555555555555
Михайловск (Свердловская область),39036.53846153846
Волгореченск,39051.18987341772
Петушки,39064.4834770115
Яблоновский (Республика Адыгея),39074.48275862069
Белая Глина,39079.545454545456
Покровское (Орловская область),39085.71428571428
Павлоград,39089.799887179484
Красное-на-Волге,39101.12903225807
Таврическое,39103.2
"Мишкино (Мишкинский район, Башкортостан)",39105.26315789474
Крупки,39114.00386363636
Городище (Пензенская область),39117.46031746032
Тайга,39121.50984375
Зеленчукская,39123.07692307692
Берёзово,39123.4375
Кедровка (Свердловская область),39125.0
Серышево,39142.857142857145
Промышленная,39148.529411764706
Новоалтайск,39151.32760663507
Курганинск,39158.75
Выселки,39172.457627118645
Алексеевка (Самарская область),39175.91057692308
Городец,39179.122134387355
Красное (Липецкая область),39199.28571428572
Ардатов,39199.46808510638
Большая Атня,39218.181818181816
Новосокольники,39221.1234489796
Анна,39221.91780821918
Волот (Новгородская область),39250.0
Себеж,39251.0
Голубицкая,39300.0
Гродно,39305.41252726523
Макарьев,39311.290322580644
Сива (Пермский край),39328.57142857143
Верхнебаканский,39333.333333333336
Куйбышево (Ростовская область),39333.333333333336
Буинск,39335.7197309417
Новая Ладога,39340.38461538462
Кременчуг,39346.24434070797
Красный Луч (Псковская область),39350.0
Новолуговое,39359.9
Кисловодск,39364.03040540541
Торбеево,39375.0
Мариинский Посад,39378.5753968254
Курлово,39379.17013888889
Добруш,39395.3175
Исилькуль,39407.01988636364
Наволоки,39412.5
Сортавала,39429.93355855856
Волоконовка,39437.5
Октябрьское,39452.380952380954
Багратионовск,39464.15330188679
Коряжма,39477.83634020619
Белая Калитва,39489.844086021505
Павловская,39490.333333333336
Днепродзержинск,39495.85912717391
Майкопское,39500.0
Кизляр (Северная Осетия),39500.0
Латная,39500.0
Элиста,39503.51584849884
Ирбейское,39508.333333333336
Тацинская,39513.95348837209
Емельяново,39556.17647058824
Долгоруково,39557.5
Стаханов,39558.41113636364
Урмары,39562.5
Арск,39569.66465517241
Зудилово,39571.42857142857
Славгород (Алтайский край),39582.63814516129
Зеленоградск,39597.38244047619
Пятигорск,39599.918276923076
Русский Камешкир,39600.0
Буденновск,39602.43718592965
Духовщина,39604.171875
Пестравка,39605.769230769234
Красногвардейское,39609.97858585858
Хлевное,39639.25925925926
Богданович,39671.6
Валдай,39677.6796875
Котово,39684.96428571428
Пролетарск,39700.0
Фергана,39720.4568880597
Малошуйка,39722.22222222222
Сычевка,39726.31907894737
Пестово,39737.38815789474
Кызыл,39741.69936792453
Кубанское,39750.0
Должанская,39750.0
Шарья,39764.81904761905
Калчуга,39781.25
Веселый,39781.818181818184
Светлогорск (Калининградская область),39789.253504672895
Томаровка,39794.117647058825
Азнакаево,39795.13425925926
Большая Глушица,39802.15517241379
Кущевская станица,39814.239130434784
Виллози,39833.333333333336
Свободный (Свердловская область),39833.333333333336
Заводоуковск,39835.393258426964
Караидель,39848.148148148146
Камышин,39851.49400798935
Михайловск (Ставропольский край),39852.75602409639
Кизилюрт,39854.166666666664
Шиханы,39854.83870967742
Верхне-Приволжский округ,39859.3238
Доброе,39864.34782608696
Казачинское,39884.61538461538
Родники,39889.622641509435
Зубутли-Миатли,39900.0
Ивангород,39931.89655172414
Нальчик,39934.38019184652
Невинномысск,39936.12921985816
Киевская область,39944.82166666666
Навашино,39953.28755868544
Иссык,39955.724062500005
Енакиево,39957.426640625
Кологрив,39958.333333333336
Климовичи,39974.96538444444
Борское (Самарская область),39977.77777777778
Целинное,40000.0
Республика Карелия,40000.0
Новоильинск,40000.0
Юбилейный (Новгородская область),40000.0
Большой Лычак,40000.0
Зарубино (Новгородская область),40000.0
Воробьёвка,40000.0
Менделеево (Пермский край),40000.0
Боковская,40000.0
Али-Бердуковский,40000.0
Костромская,40000.0
Григорьевское (Пермский край),40000.0
Константиновка (Амурская область),40000.0
Ордынское,40000.0
Новониколаевский,40000.0
Бутурлино (Московская область),40000.0
Иволгинск,40000.0
Ленинский (Московская область),40000.0
Северск (Томская область),40001.05685240964
Слюдянка,40004.68529411765
Вуктыл,40021.080882352944
Любань,40033.274999999994
Ленинградская станица,40037.87610619469
Ола (Магаданская область),40048.192500000005
Горишние Плавни (Комсомольск),40057.68402173913
Белев,40073.58490566038
Нахичевань,40075.77354166667
Сухой Лог,40101.345067114096
Георгиевск,40104.67021276596
Селенгинск,40111.11111111111
Славск,40113.004807692305
Кондрово,40117.33628318584
Троицкое (Алтайский край),40133.333333333336
Нижнедевицк,40138.23529411765
Красный Кут,40143.75
Баган,40150.0
Брест,40160.64308057945
Путёвка,40166.666666666664
Пески,40166.666666666664
Сальск,40169.30991735537
Мантурово (Курская область),40178.57142857143
Торез,40178.9354
Горячий Ключ,40179.00469483568
Тоцкое,40187.5
Глинищево,40196.153846153844
Плесецк,40204.38596491228
Свирск,40241.099315068495
Бегуницы,40250.0
Волжское (Астраханская область),40277.77777777778
Осиново,40290.5
Майна (Ульяновская область),40290.90909090909
Владикавказ,40306.42738461539
Чесма,40315.78947368421
Верх-Усугли,40333.333333333336
Яльчики,40333.333333333336
Краснослободск (Республика Мордовия),40339.28571428572
Чугуевка,40343.75
Билимбай,40354.545454545456
Мостовской,40354.86111111111
Краснобродский,40366.666666666664
Бавлы,40366.96009036145
Сокол,40374.28571428572
Николаевка,40386.72666666666
Завитинск,40396.25625
Некрасовская,40416.666666666664
Заокский,40419.318181818184
Киреевск,40425.042372881355
Кондоль,40428.57142857143
Абдулино,40429.235
Данков,40434.583333333336
Каменка (Воронежская область),40437.68115942029
Полазна,40441.23333333333
"Степное (Саратовская область, Советский район)",40442.545454545456
Никольское (Воронежская область),40454.545454545456
Матвеев-Курган,40480.681818181816
Чермоз,40490.625
Светогорск,40493.75
Хадыженск,40495.27027027027
Поярково (Амурская область),40500.0
"Дмитриевка (Уфимский район, Башкортостан)",40500.0
Алтуд,40500.0
Богородск,40519.24082840237
Сокур (Новосибирская область),40528.375
Алексеевское,40533.45205479452
Токтогул,40539.588125
Гуково,40540.78066037736
Малояз,40547.619047619046
Гремячее (Тульская область),40583.333333333336
Полесск,40585.61141304348
Верхнеднепровский,40587.5
Барыш,40588.48684210526
Старое Дрожжаное,40600.0
Валуйки,40621.43201550388
Янтиково,40638.88888888889
Староминская,40647.756410256414
Ирбит,40651.72588832487
Калужская область,40653.846153846156
Агинское (Забайкальский АО),40654.4376
Светлый,40661.269366197186
Кшенский,40675.0
Сельцо,40676.59574468085
Новохопёрск,40677.17361111111
Кузоватово,40681.818181818184
Кармаскалы,40684.21052631579
Сумы,40691.976323181814
Нефтегорск (Самарская область),40704.46428571428
Бородино,40709.5625
Челябинская область,40713.179375
Кропоткин,40725.20752427184
Кировская область,40730.26153846154
Серноводское,40750.0
Балаклава,40750.0
Чувашское Дрожжаное,40750.0
Куйбышевский Затон,40750.0
Лабинск,40757.37313432836
Самарканд,40760.02706016043
Красногвардейское (Ставропольский край),40775.0
Усть-Камчатск,40776.0
Новошахтинск,40777.603231597845
Новотроицкое (Омская область),40778.444444444445
Довольное,40785.71428571428
Шамары (Свердловская область),40800.0
Улаган,40800.0
Черкассы,40802.47104308943
Дорогобуж,40805.359375
Липки,40814.93939393939
Бабаево,40828.72340425532
Большая Ирба,40833.333333333336
Аксубаево,40839.545454545456
Миасское,40840.0
Хомутово,40850.0
Бессоновка,40857.142857142855
Кошехабль,40867.0
Крутинка,40875.0
Каменск-Шахтинский,40882.79855371901
Восточно-Центральный округ,40891.457833333334
Лисичанск,40893.265779999994
Майкоп,40897.5182224026
Кыргызстан,40903.05177966102
Починок,40912.16554054054
Ишлеи,40916.666666666664
Харовск,40926.3
Сысерть,40928.761061946905
Московская область - Север,40931.73440208333
Майлуу-Суу,40941.7525
Маргилан,40944.94
Пичаево,40950.0
Некрасовка (Хабаровский край),40950.0
Гостомель,40950.60201923077
Кличев,40983.61714285715
Инсар,40993.57142857143
Ясный,40994.67796610169
Сердобск,40996.666666666664
Малечкино,41000.0
Кукуштан,41000.0
Бирюковка (Астраханская область),41000.0
Байбек,41000.0
"Юмагузино (Кугарчинский район, Башкортостан)",41000.0
Ворошнево,41000.0
Ломовка (Башкортостан),41000.0
Бахтемир,41000.0
Средняя Елюзань,41000.0
Болгар,41019.796875
Хилок,41028.89444444444
Азов,41032.65044814341
Омутинское,41038.46153846154
Добрянка,41058.73684210526
Кирпичный (Волгоградская область),41071.42857142857
Пестрецы,41078.42222222222
Красноармейск (Саратовская область),41085.46280487805
Индустриальный (Краснодарский край),41087.72222222222
Новые Лапсары,41089.28571428572
Парагвай,41111.11111111111
Сухобузимское,41115.38461538462
Карталы,41120.490196078434
Глубокий (Краснодарский край),41125.0
Колывань,41128.0
Лакинск,41130.63175675676
Саров,41139.95785575049
Шилово,41140.90909090909
Новоильинский (Пермский край),41150.0
Каширское,41151.692307692305
Кировоград,41164.01958447762
Аткарск,41164.04109589041
Вязники,41167.42016129032
Марьянская,41177.142857142855
Параньга,41183.333333333336
Эртиль,41186.73469387755
Краснознаменск (Калининградская область),41201.47794117647
Житикара,41211.63555555556
Плавск,41228.651685393255
Успенское (Краснодарский край),41229.166666666664
Вытегра,41242.02702702703
Лучинское,41250.0
Арзгир,41250.0
ВНИИССОК,41267.857142857145
Становое,41269.41176470588
Печоры,41273.335
Бор,41278.26411719939
Александрия (Ставропольский край),41300.0
Краснотурьинск,41308.09922924901
Артемовск (Украина),41314.09172580645
Шумиха,41319.82142857143
Богородицк,41320.5421686747
Кировск (Могилевская область),41323.17833333333
Калач,41334.35135338346
Калачинск,41334.77298850575
Куйбышев,41339.04137096774
Юськасы,41343.75
Карагай (Пермский край),41346.153846153844
Лапино,41347.22222222222
Кировград,41361.08616161616
Учкудук,41374.36
Средне-Приволжский округ,41374.964654411764
Каратузское,41375.0
Мильково (Камчатский край),41375.0
Туапсе,41375.4619205298
Гвардейск,41384.00219298246
Московская область - Восток,41384.34751428571
Каменка (Ленинградская область),41385.71428571428
Линево,41400.0
Гайдук,41416.666666666664
Высокое,41445.12285714286
Рефтинский,41445.78571428572
Октябрьское (Республика Крым),41467.59259259259
Новокуйбышевск,41468.987672583826
Юго-Центральный округ,41469.15291044776
Красносельский (Краснодарский край),41470.58823529412
Приозерск,41471.97265625
Североуральск,41498.3870967742
Шыгырдан,41500.0
Бакал,41511.0
Пристень,41515.0
Остров,41520.022115384614
Уяр,41523.98611111111
Елизаветинская,41537.03703703704
Гремячинск,41547.0
Судогда,41560.9274691358
Смирных,41571.42857142857
Мирный (Самарская область),41581.692307692305
Гамово (Пермский край),41590.90909090909
Селты,41598.46153846154
Бекешевская,41600.0
Теньгушево,41600.0
Юрьевец,41610.606060606064
Чикола,41625.0
Яковлевка,41625.0
Чолпон-Ата,41626.46375
Семилуки,41634.47914
Шентала,41636.36363636364
Мисайлово,41638.88888888889
Камень-Рыболов,41639.53488372093
Красный Яр (Омская область),41642.857142857145
Алексеевская,41666.666666666664
Ставрово,41666.666666666664
Семрино,41666.666666666664
Верхние Серги,41666.666666666664
Шувакиш,41666.666666666664
Жиздра,41669.35135135135
Весьегонск,41677.58823529412
Отрадный (Самарская область),41681.80601092896
Бузулук,41713.42764378479
Косиха,41722.22222222222
Лоухи,41723.07692307692
Заполярный,41735.23848039216
Камешково,41736.51490825688
Петровская,41738.09523809524
Лесной,41741.58689320389
Кондопога,41743.80268595041
Еткуль,41750.0
Зайково (Свердловская область),41750.0
Кондратово (Пермский край),41750.0
Екатеринославка (Амурская область),41763.15789473684
Бобровский,41764.705882352944
Чухлома,41768.08
Новопокровская,41771.916666666664
Большая Черниговка,41774.137931034486
Лямино (Пермский край),41781.25
Белыничи,41788.38333333333
Быхов,41788.38333333333
Березовский (Кемеровская область),41806.03349726776
Железноводск,41814.77960526316
Новая Ляда,41825.0
Озерск (Калининградская область),41830.264204545456
Почеп,41837.0
Балаклея,41845.613333333335
Дубовое,41860.0
Тербуны,41860.769230769234
Донской,41862.674509803925
Кашары,41863.63636363636
Адыге-Хабль,41875.0
Ермекеево,41875.0
Заречный (Пензенская область),41876.28865979381
Прибрежный,41883.333333333336
Аркадак,41884.756097560974
Армавир,41891.113903508776
Ильинка,41895.64
Парфино,41897.142857142855
Железногорск (Курская область),41903.85830632091
Макеевка,41904.95702131148
Калининская,41914.26421590909
Черноморское,41918.79216417911
Павловск (Воронежская область),41935.89024647888
Аксай (Ростовская область),41935.95802337938
Аксу (Павлодар.обл),41936.76724509804
Бердичев,41939.31971428572
Разумное,41961.53846153846
Никольск (Вологодская область),41967.10526315789
Краматорск,41967.940196808515
Юровка (Краснодарский край),41970.0
Ефремов,41992.954545454544
Кузнечное,42000.0
Винницы,42000.0
Нефтегорск (Краснодарский край),42000.0
Винсады,42000.0
Бровары,42000.702903125
Грозный,42046.9484279476
Вохма,42058.333333333336
Копыль,42073.333
Владимирская область,42075.377173913046
Торгай,42077.06068181818
Никольск (Пензенская область),42078.301886792455
Хырдалан,42091.205
Десногорск,42094.63241525424
Судак,42098.6475877193
Зилаир,42117.64705882353
Чаны,42124.545454545456
Вышестеблиевская,42125.0
Старотитаровская,42134.666666666664
Красный Бор (Ленинградская область),42147.72727272727
Сибирцево (Приморский край),42151.724137931036
Белореченск,42160.20183673469
Заринск,42161.80012931035
Глазуновка,42168.42105263158
Зональное,42180.0
Балахна,42191.80383561644
Врангель,42196.969696969696
Грайворон,42208.96226415094
Бисерть,42222.22222222222
Глебовский,42222.22222222222
Ейск,42225.161538461536
Заозерный,42227.270547945205
Орехов,42236.718
Пологи,42236.718
Суворов,42239.48051948052
Южа,42246.969696969696
Лосево,42250.0
Мокроусово,42250.0
Чердынь,42258.333333333336
Карабаш,42265.90909090909
Сясьстрой,42267.34693877551
Мошок,42270.0
Динская станица,42277.76371308017
Рамонь,42280.555555555555
Колпна,42291.666666666664
Долинск,42292.860714285714
Липин Бор,42295.454545454544
Пластуновская,42304.41176470588
Ртищево,42322.53086419753
Кислово,42333.333333333336
Североморск,42342.17652027027
Девица (Семилукский район),42357.142857142855
Леваши (Дагестан),42375.0
Вожега,42378.125
Сурское (Ульяновская область),42386.36363636364
Октябрьск,42395.833333333336
Муезерский,42400.0
Елань-Колено,42400.0
Казалы (Кызылорд. обл),42409.31937931035
Тюльган,42416.666666666664
Верхнерусское,42423.07692307692
Красный Луч,42441.19011904762
Осташков,42442.14880952381
Стародуб,42461.11111111111
Курсавка,42479.166666666664
Бугуруслан,42479.57534246575
Славянск,42490.487375
Курашим,42500.0
Республика Калмыкия,42500.0
Виноградный (Темрюкский район),42500.0
Мельниково (Ленинградская область),42500.0
Родино,42500.0
Большое Солдатское,42500.0
Веселовка (Краснодарский край),42500.0
Краснозёрское,42500.0
"Сельцо (посёлок, Волосовский район)",42500.0
Пудомяги,42500.0
Лермонтов,42518.987341772154
Усть-Лабинск,42525.45142857143
Трудовое (Приморский край),42527.02702702703
Ревда,42546.95575
Кемь,42558.34963768116
Дмитриев-Льговский,42560.294117647056
Хохольский,42565.46875
Лодейное Поле,42566.717391304344
Орловский,42567.0
Михайловское,42571.42857142857
Красный Сулин,42577.77777777778
Поворино,42600.480769230766
Дзержинск (Беларусь),42604.042649524876
Сосногорск,42637.24646226415
Кез,42638.88888888889
Верховажье,42642.857142857145
Алапаевск,42656.642857142855
Нарышкино,42663.46153846154
Русский Акташ,42666.666666666664
Персиановский,42666.666666666664
Атырау,42688.61590690989
Колчаново,42700.0
Уругвай,42727.27272727273
Карабулак (Алматинская область),42732.525
Верхний Услон,42733.94117647059
Винзили,42736.903225806454
Пластун,42738.09523809524
Вейделевка,42744.73684210526
Варандей,42750.0
Мегет,42759.5
Гай,42766.24742268041
Кирово-Чепецк,42768.66210204081
Култаево,42784.61538461538
Буздяк,42797.72727272727
Новые Бурасы,42800.0
Старица,42802.58620689655
Новочебоксарск,42803.383789563726
Ленкорань,42804.959500000004
Габала,42804.959500000004
Полевской,42817.41544117647
Черноморский,42818.181818181816
Игарка,42823.17682926829
Земетчино,42825.0
Грязовец,42832.72727272727
Ясиноватая,42838.73568181819
Энгельс,42840.75586008625
Зубцов,42868.64406779661
Макаров (Сахалинская область),42870.005
Пограничный (Приморский край),42875.0
Мичуринский (Брянская область),42875.0
Кинель-Черкассы,42877.59016393442
Синезерки,42892.857142857145
Харцызск,42894.573500000006
Кошки (Самарская область),42925.92592592593
Калач-на-Дону,42934.46666666667
Новая Усмань,42945.25806451613
Куйтун,42957.142857142855
Егорлыкская,42969.69696969697
Томмот,42972.927083333336
Новоуральск,42986.58666666667
Новый Оскол,42998.744526315786
Сенной (Краснодарский край),43000.0
Ачхой-Мартан,43000.0
Бурла,43000.0
Ильинская,43000.0
Тетюши,43027.781746031746
Пошехонье,43055.1282051282
Мглин,43078.57142857143
Усть-Чарышская Пристань,43079.0
Черемхово,43080.100047619046
Таруса,43080.769230769234
Чернь,43083.333333333336
Чапаевск,43105.55128205128
Сомово,43125.0
Мишелевка,43133.333333333336
Сафоново,43134.63858695652
Мраково,43150.0
Пречистое,43150.0
Советск (Тульская область),43162.63492063492
Березники,43167.81809338521
Жанакорган,43169.3
Черногорск,43173.76155462185
Вавож,43173.92857142857
Благовещенка,43181.818181818184
Юрга,43184.11851211073
Софиевка (Казахстан),43188.543333333335
Киясово,43190.47619047619
Столбище,43214.28571428572
Оханск,43215.27777777778
Бураево,43250.0
Нижняя Мактама,43250.0
Жаксы,43280.841
Черниговка (Приморский край),43285.71428571428
Джубга,43306.75925925926
Юхнов,43319.791666666664
Дарасун (Забайкальский край),43333.333333333336
Якшур-Бодья,43341.17647058824
Гусев,43342.50509049774
Богучар,43364.35294117647
Островной,43365.394230769234
Славянка (Приморский край),43367.857142857145
Гурзуф,43368.757876712334
Богатое (Самарская область),43373.913043478264
Арамиль,43374.72602739726
Заплюсье,43375.0
Белая Берёзка,43375.0
Гирей,43375.0
Савино,43375.0
Большая Джалга,43375.0
Каргаполье,43386.851851851854
Старовеличковская,43409.09090909091
Ахангаран,43409.60444444444
Благоево (Коми),43416.666666666664
Семибратово,43425.0
Строитель (Белгородская область),43425.26341772152
Тихорецк,43431.55128508353
Спас-Деменск,43436.0
Теплое,43437.5
Струнино,43441.592803030304
Копанская,43444.444444444445
Холмская,43450.0
Светлый Яр,43451.07142857143
Зеленогорский,43452.2
Тимашевск,43458.541028938904
Адыгейск,43463.94368686868
Малая Вишера,43473.53088235294
Еманжелинск,43487.391304347824
Ново-Талицы,43500.0
Капустин Яр,43500.0
Солуно-Дмитриевское,43500.0
Шахты,43517.8250755287
Данилов,43526.04347826087
Акташ (Узбекистан),43526.8834375
Миньяр,43548.4375
Советский (Республика Марий Эл),43550.748648648645
Ильинский (Пермский край),43557.692307692305
Оршанка,43585.0
Антиповка,43609.1
Сегежа,43609.83740310078
Красный Холм,43616.0
Анастасиевская,43631.57894736842
Кара-Суу,43647.717142857146
Таш-Кумыр,43647.717142857146
Кадамжай,43647.717142857146
Сулюкта,43647.717142857146
Исфана,43647.717142857146
Узген,43647.717142857146
Кочкор-Ата,43647.717142857146
Кербен,43647.717142857146
Талас,43647.717142857146
Нововоронеж,43651.957295373664
Дегтярск,43656.75675675676
Итатский,43666.666666666664
Белые Берега,43666.666666666664
Курильск,43669.64732142857
Батайск,43670.79796325878
Сосново,43685.71428571428
Вилюйск,43686.675
Морозовск,43686.9
"Комсомольский (Кунгурский район, Пермский край)",43687.5
Лесозаводск,43693.38357798165
Унеча,43700.0
Крыловская станица (Крыловский район),43702.5641025641
Репьевка,43703.57142857143
Северская станица,43718.46846846847
Суходол (Самарская область),43731.818181818184
Мари-Турек,43737.5
Тарбагатай,43749.375
Трехгорка,43750.0
Ромашкинское сельское поселение (Ленинградская область),43750.0
Южный (Ростовская область),43750.0
Знаменка (Орловская область),43750.0
Гари (Свердловская область),43750.0
Криводановка,43750.0
Владимирская (Краснодарский край),43750.0
Рябово (Ленинградская область),43750.0
Аргудан,43750.0
Верх-Чебула,43750.0
Шилка,43765.11574074074
Ноокат,43765.619999999995
Горбунки,43772.72727272727
Косулино (Свердловская область),43785.71428571428
Кеген,43790.4
Чекалин,43795.16129032258
Карачаевск,43809.1712962963
Муслюмово,43816.84210526316
Никель (Мурманская область),43825.0
Змиевка,43833.333333333336
Высокое (Краснодарский край),43833.333333333336
Щигры,43854.20289855073
Дубровка,43867.64705882353
Чудово,43878.11233009709
Эфиопия,43881.412083333336
Селезнёво (Ленинградская область),43900.0
Рыльск,43900.91044776119
Войвож,43916.666666666664
Морское (Республика Крым),43920.454545454544
Вольск,43925.42857142857
Чаплыгин,43933.28947368421
Любим,43951.31578947369
Трехгорный,43953.333333333336
Советский (Ханты-Мансийский АО),43966.0
Волжск,43974.28430497925
Тим,43979.72727272727
Булгаково,43981.48148148148
Новоблагодарное,44000.0
Усть-Кишерть,44000.0
Раевская,44000.0
Хабез,44000.0
Парфеньево,44000.0
Ключи (Камчатский край),44009.333333333336
Солигалич,44018.742
Суворовская (Ставропольский край),44031.25
Кола,44031.33477011494
Ровно,44037.00408045977
Фершампенуаз (Челябинская область),44038.46153846154
Думиничи,44052.17391304348
Абинск,44057.68468468468
Ижморский,44071.42857142857
Цивильск,44081.24409090909
Исаклы,44083.333333333336
Ашукино,44102.94117647059
Щекино,44111.97448979592
Московская область - Запад,44117.734018382354
Ельня,44121.05592105263
Ессентуки,44130.854430379746
Верхнее Дуброво,44142.857142857145
Дзержинск (Нижегородская область),44147.98395154053
Кадников,44160.0
Роговская,44166.666666666664
Износки,44194.444444444445
Кингисеппский,44200.0
Демино (Ставропольский край),44200.0
Щеглово,44200.0
Джалиль,44207.857142857145
Пугачев,44231.927710843374
Новые Зори,44250.0
Оксовский,44250.0
Приводино,44250.0
Пуксоозера,44250.0
Быстрогорский,44250.0
Урдома,44250.0
Самодед,44250.0
Жаркент,44269.0299
Барабинск,44289.543103448275
Ровеньки (Белгородская область),44298.333333333336
Стройкерамика,44312.5
Коканд,44327.071111111116
Фокино (Приморский край),44332.319444444445
Павлово,44343.864882506525
Государство Палестина,44351.87653846154
Сюмси,44361.42857142857
Днепропетровская область,44362.74875
Апшеронск,44371.379310344826
Колпны,44375.0
Советская,44375.0
Крапивна (Тульская область),44375.0
Москаленки,44375.0
"Берёзовка (Берёзовский район, Пермский край)",44375.0
Лотошино,44383.92857142857
Ловозеро,44388.88888888889
Мукачево,44403.58522727273
Товарково (Калужская область),44407.03448275862
Балаково,44407.8954787234
Бородинский,44410.71428571428
Красноперекопск,44417.49856321839
Айша,44419.2
Лихославль,44446.61016949153
Старокорсунская,44452.380952380954
Грамотеино,44468.51851851852
Новобурейский,44468.75
Болхов,44498.125
Домна (Забайкальский край),44500.0
Орловка (Ставропольский край),44500.0
Ачикулак,44500.0
Балахоновское,44500.0
Смышляевка,44500.0
Купино,44500.00892857143
Юрюзань,44502.380952380954
Солигорск,44526.3241156
Гдов,44529.631944444445
Мосальск,44538.710941666664
Снежное,44546.9525
Толбазы,44559.13043478261
Западная Двина,44576.31578947369
Красногорское,44576.92307692308
Полотняный Завод,44594.94736842105
Красновишерск,44616.666666666664
Небуг,44620.0
Бикин,44627.06805555556
Новоуткинск,44628.57142857143
Бобров,44631.394495412846
Цементный (Свердловская область),44633.333333333336
Соликамск,44638.518281535646
Задонск,44640.91463414634
Ильино,44646.666666666664
Обоянь,44648.22222222222
Ялуторовск,44664.37152777778
Тульский (Адыгея),44669.791666666664
Мишкино,44673.07692307692
Мантурово,44673.275862068964
Айкино,44687.5
Томари,44691.18382352941
Большой Исток,44695.65217391304
Павино,44700.0
Звёздный (Пермский край),44700.0
Дрогобыч,44706.15266666667
Медвежьегорск,44729.61201298701
